Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Label,GroupNumber,NumberWithinGroup,GroupSize,HomePlanetEuropa,HomePlanetEarth,HomePlanetMars,CryoSleepTrue,CryoSleepMissing,CabinNumber,CabinMissing,CabinFirstLetterA,CabinFirstLetterB,CabinFirstLetterC,CabinFirstLetterD,CabinFirstLetterE,CabinFirstLetterF,CabinFirstLetterG,CabinLastLetterP,DestinationTrappist,DestinationPSO,DestinationCancri,Toddler,Child,VIPTrue,VIPMissing,Spending,SpentMoney,NameLength
18.0,0.0,0.0,0.0,0.0,0.0,True,train,699,1,2,0,0,1,1,0,126.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,10.0
24.0,2698.0,0.0,301.0,8.0,5.0,False,train,699,2,2,0,0,1,0,0,24.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3012.0,1,12.0
33.0,0.0,0.0,0.0,0.0,0.0,True,train,701,1,1,1,0,0,1,0,25.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14.0
24.0,121.0,237.0,4.0,387.0,54.0,False,train,702,1,1,0,1,0,0,0,127.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,803.0,1,17.0
18.0,0.0,0.0,0.0,0.0,0.0,True,train,703,1,1,0,1,0,1,0,108.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,12.0
19.0,0.0,0.0,0.0,0.0,0.0,True,train,704,1,1,0,1,0,1,0,107.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,15.0
43.0,0.0,0.0,722.0,0.0,0.0,True,train,705,1,1,0,1,0,0,0,149.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,722.0,1,17.0
44.0,0.0,0.0,175.0,0.0,0.0,True,train,707,1,1,0,1,0,1,0,109.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,17.0
25.0,0.0,4949.0,0.0,452.0,15.0,True,train,709,1,3,1,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5416.0,1,16.0
25.0,0.0,452.0,0.0,0.0,0.0,True,train,709,2,3,1,0,0,1,0,7.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0,0,15.0
23.0,0.0,0.0,175.0,0.0,0.0,True,train,709,3,3,1,0,0,1,0,604.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,14.0
23.0,1695.0,0.0,0.0,31.0,349.0,False,train,710,1,1,0,0,1,0,0,42.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2075.0,1,10.0
20.0,457.0,0.0,170.0,1132.0,0.0,False,train,712,1,2,0,0,1,1,1,150.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1759.0,1,9.0
2.0,0.0,0.0,0.0,0.0,0.0,True,train,712,2,2,0,0,1,1,1,150.0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0.0,0,11.0
26.0,1577.0,2.0,0.0,30.0,0.0,False,train,713,1,1,0,1,0,0,0,50.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1609.0,1,17.0
38.0,0.0,0.0,0.0,0.0,0.0,True,train,714,1,7,0,1,0,1,0,109.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0,0,11.0
1.0,0.0,0.0,0.0,0.0,0.0,False,train,714,2,7,0,1,0,0,0,109.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0.0,0,13.0
12.0,0.0,0.0,175.0,0.0,0.0,True,train,714,3,7,0,1,0,0,0,109.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0,11.0
2.0,0.0,0.0,0.0,0.0,0.0,False,train,714,4,7,0,1,0,1,0,109.0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0.0,0,13.0
25.0,0.0,0.0,0.0,0.0,0.0,False,train,714,5,7,0,1,0,1,0,109.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0,0,13.0
1.0,0.0,0.0,0.0,0.0,0.0,True,train,714,6,7,0,1,0,1,0,109.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.0,0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,True,train,714,7,7,0,1,0,1,0,109.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.0,0,12.0
54.0,0.0,0.0,0.0,0.0,0.0,True,train,715,1,1,1,0,0,1,1,604.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,16.0
21.0,521.0,0.0,4.0,261.0,1.0,False,train,718,1,1,0,1,0,0,0,43.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,787.0,1,14.0
19.0,0.0,0.0,0.0,0.0,0.0,False,train,719,1,1,0,0,1,0,0,44.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0,0,11.0
24.0,0.0,23.0,0.0,184.0,2566.0,False,train,724,1,1,0,1,0,0,0,132.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2773.0,1,12.0
20.0,0.0,0.0,0.0,0.0,0.0,False,train,726,1,1,0,1,0,1,0,111.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,16.0
23.0,139.0,0.0,1.0,152.0,354.0,True,train,727,1,1,0,1,0,0,0,133.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,646.0,1,15.0
29.0,0.0,0.0,2.0,786.0,594.0,True,train,728,1,1,0,1,0,0,0,134.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1382.0,1,16.0
14.0,7.0,781.0,0.0,0.0,0.0,True,train,729,1,1,0,1,0,0,0,53.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,788.0,1,14.0
19.0,0.0,714.0,2.0,0.0,0.0,False,train,732,1,1,0,1,0,0,0,604.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,716.0,1,15.0
23.0,0.0,38.0,88.0,4.0,561.0,False,train,733,1,1,0,1,0,0,0,153.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,691.0,1,17.0
62.0,712.0,2.0,322.0,0.0,517.0,False,train,734,1,1,0,1,0,0,0,154.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1553.0,1,16.0
23.0,0.0,0.0,484.0,188.0,0.0,False,train,736,1,1,0,1,0,0,0,156.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,672.0,1,15.0
65.0,0.0,835.0,0.0,38.0,307.0,False,train,737,1,1,1,0,0,0,0,28.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,873.0,1,15.0
47.0,0.0,0.0,0.0,0.0,0.0,True,train,738,1,1,0,0,1,1,1,157.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,0,9.0
67.0,76.0,16.0,0.0,2247.0,1166.0,False,train,740,1,3,1,0,0,0,0,24.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3505.0,1,14.0
14.0,0.0,0.0,0.0,0.0,0.0,True,train,740,2,3,1,0,0,1,0,24.0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.0,0,13.0
41.0,3594.0,3425.0,0.0,0.0,58.0,False,train,740,3,3,1,0,0,0,0,24.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7077.0,1,11.0
14.0,0.0,0.0,0.0,0.0,0.0,True,train,743,1,1,0,1,0,1,0,111.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0,14.0
19.0,0.0,0.0,0.0,0.0,0.0,False,train,746,1,1,0,1,0,1,0,112.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,17.0
22.0,15.0,142.0,0.0,41.0,493.0,False,train,750,1,1,0,1,0,0,0,140.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,691.0,1,15.0
34.0,0.0,0.0,0.0,0.0,0.0,True,train,753,1,3,1,0,0,1,0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,15.0
65.0,19.0,1344.0,4.0,3190.0,8.0,False,train,753,2,3,1,0,0,0,0,4.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4565.0,1,14.0
42.0,0.0,0.0,0.0,0.0,0.0,True,train,753,3,3,1,0,0,1,0,604.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,13.0
22.0,0.0,0.0,0.0,0.0,307.0,True,train,754,1,1,1,0,0,1,0,31.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0,18.0
54.0,0.0,0.0,0.0,0.0,0.0,True,train,756,1,3,1,0,0,1,0,27.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,17.0
34.0,47.0,287.0,0.0,4302.0,0.0,False,train,756,2,3,1,0,0,0,0,27.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4636.0,1,13.0
27.0,0.0,0.0,175.0,0.0,0.0,True,train,756,3,3,1,0,0,1,0,27.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,16.0
67.0,1.0,0.0,5.0,1022.0,151.0,False,train,757,1,1,0,0,1,0,0,33.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1179.0,1,10.0
33.0,0.0,3879.0,0.0,48.0,67.0,True,train,761,1,1,1,0,0,0,0,26.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3994.0,1,17.0
30.0,0.0,0.0,0.0,0.0,0.0,False,train,762,1,1,0,1,0,1,0,114.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,17.0
22.0,0.0,0.0,0.0,0.0,0.0,False,train,764,1,1,0,1,0,1,1,115.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,15.0
35.0,1248.0,0.0,55.0,12.0,0.0,True,train,765,1,2,0,0,1,0,0,142.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1315.0,1,10.0
23.0,755.0,0.0,121.0,308.0,0.0,False,train,765,2,2,0,0,1,0,0,142.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,876.0,1,11.0
49.0,0.0,6.0,679.0,15.0,187.0,False,train,767,1,1,0,1,0,0,0,116.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,887.0,1,16.0
36.0,29.0,12180.0,0.0,93.0,17306.0,False,train,768,1,2,1,0,0,0,0,32.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,29608.0,1,14.0
31.0,0.0,0.0,0.0,308.0,0.0,True,train,768,2,2,1,0,0,1,0,32.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,13.0
54.0,0.0,0.0,0.0,0.0,0.0,True,train,769,1,1,1,0,0,1,0,28.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,16.0
0.0,0.0,0.0,0.0,0.0,0.0,False,train,770,1,6,0,1,0,1,0,117.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0,16.0
29.0,0.0,715.0,0.0,170.0,0.0,False,train,770,2,6,0,1,0,0,0,117.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,885.0,1,16.0
54.0,0.0,0.0,0.0,0.0,0.0,False,train,770,3,6,0,1,0,1,1,117.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,15.0
10.0,0.0,0.0,0.0,0.0,0.0,False,train,770,4,6,0,1,0,1,0,117.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0,15.0
0.0,0.0,0.0,0.0,0.0,0.0,True,train,770,5,6,0,1,0,0,0,117.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0,16.0
7.0,0.0,0.0,0.0,0.0,0.0,True,train,770,6,6,0,1,0,1,0,117.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0,14.0
25.0,0.0,0.0,0.0,0.0,0.0,False,train,771,1,1,0,1,0,1,0,112.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,18.0
37.0,0.0,16.0,325.0,4476.0,1359.0,False,train,772,1,4,1,0,0,0,0,56.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6176.0,1,16.0
15.0,0.0,0.0,0.0,0.0,0.0,True,train,772,2,4,1,0,0,1,0,56.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0,15.0
26.0,0.0,0.0,0.0,0.0,0.0,True,train,772,3,4,0,0,0,1,0,56.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,13.0
7.0,0.0,0.0,0.0,0.0,0.0,True,train,772,4,4,1,0,0,0,0,56.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.0,0,15.0
30.0,558.0,4.0,0.0,175.0,0.0,False,train,773,1,1,0,1,0,0,0,143.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,737.0,1,13.0
19.0,0.0,2.0,1399.0,0.0,18.0,True,train,776,1,1,0,1,0,0,0,161.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1419.0,1,16.0
30.0,0.0,3004.0,0.0,1018.0,0.0,False,train,777,1,1,1,0,0,0,0,5.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4022.0,1,17.0
21.0,562.0,2.0,0.0,0.0,11.0,False,train,779,1,1,0,1,0,0,0,162.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,575.0,1,12.0
21.0,14.0,33.0,0.0,3.0,467.0,False,train,781,1,1,0,1,0,0,0,118.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,517.0,1,17.0
59.0,0.0,0.0,0.0,0.0,0.0,True,train,782,1,1,0,0,1,1,0,163.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,0,9.0
28.0,0.0,0.0,0.0,0.0,0.0,True,train,784,1,1,1,0,0,1,0,33.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,14.0
32.0,713.0,0.0,2.0,0.0,1.0,False,train,785,1,1,0,1,0,0,0,165.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,716.0,1,16.0
19.0,0.0,0.0,0.0,0.0,0.0,True,train,786,1,1,0,1,0,1,0,113.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,12.0
7.0,0.0,0.0,0.0,0.0,307.0,False,train,787,1,1,0,1,0,1,0,114.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0.0,0,16.0
16.0,797.0,0.0,0.0,0.0,0.0,False,train,788,1,1,0,1,0,0,0,166.0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,797.0,1,14.0
31.0,0.0,166.0,4.0,2177.0,342.0,False,train,789,1,3,1,0,0,0,0,8.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2689.0,1,14.0
30.0,0.0,142.0,870.0,89.0,3497.0,False,train,789,2,3,1,0,0,0,0,8.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4598.0,1,15.0
26.0,0.0,0.0,0.0,0.0,0.0,True,train,789,3,3,1,0,0,1,0,8.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,17.0
20.0,0.0,0.0,175.0,0.0,0.0,True,train,790,1,1,0,1,0,1,0,119.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,16.0
24.0,0.0,0.0,0.0,0.0,0.0,False,train,791,1,1,0,1,0,1,0,115.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0,0,17.0
39.0,0.0,0.0,0.0,7.0,766.0,False,train,793,1,1,0,1,0,0,0,117.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,773.0,1,16.0
19.0,0.0,0.0,0.0,0.0,0.0,True,train,794,1,2,0,0,1,1,1,144.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,11.0
27.0,0.0,0.0,0.0,0.0,0.0,True,train,794,2,2,0,0,1,1,0,144.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,12.0
34.0,0.0,0.0,0.0,874.0,0.0,False,train,795,1,1,0,1,0,0,0,145.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,874.0,1,15.0
28.0,0.0,0.0,0.0,0.0,0.0,True,train,796,1,1,1,0,0,1,0,28.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,14.0
29.0,0.0,0.0,0.0,0.0,645.0,False,train,797,1,1,0,1,0,0,0,146.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,645.0,1,11.0
38.0,0.0,0.0,0.0,0.0,0.0,True,train,798,1,1,0,0,1,1,0,147.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,10.0
29.0,0.0,3462.0,5.0,1590.0,4.0,False,train,799,1,1,1,0,0,0,0,6.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5061.0,1,16.0
1.0,0.0,0.0,0.0,0.0,0.0,True,train,802,1,1,0,0,1,1,0,148.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0,10.0
36.0,0.0,13248.0,100.0,1953.0,1.0,True,train,805,1,1,1,0,0,0,0,29.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,15302.0,1,13.0
31.0,183.0,0.0,32.0,0.0,1171.0,False,train,806,1,2,0,1,0,0,0,149.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1386.0,1,15.0
1.0,0.0,0.0,0.0,0.0,0.0,True,train,806,2,2,0,1,0,0,0,120.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0,15.0
31.0,159.0,110.0,701.0,0.0,10.0,False,train,808,1,1,0,1,0,0,0,57.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,980.0,1,13.0
10.0,0.0,0.0,0.0,0.0,307.0,True,train,809,1,4,0,0,1,0,0,151.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,12.0
29.0,1227.0,42.0,1.0,0.0,0.0,False,train,809,2,4,0,0,1,0,0,151.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1270.0,1,10.0
42.0,836.0,0.0,51.0,304.0,0.0,False,train,809,3,4,0,0,1,0,0,151.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1191.0,1,10.0
0.0,0.0,0.0,0.0,0.0,0.0,True,train,809,4,4,0,0,1,0,0,151.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0,11.0
41.0,1209.0,0.0,0.0,0.0,833.0,False,train,811,1,3,0,0,1,0,0,152.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2042.0,1,11.0
0.0,0.0,0.0,0.0,0.0,0.0,True,train,811,2,3,0,0,1,1,0,152.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0,9.0
0.0,0.0,0.0,0.0,0.0,0.0,True,train,811,3,3,0,0,1,0,0,152.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0,11.0
59.0,0.0,0.0,0.0,0.0,0.0,True,train,813,1,1,0,0,1,1,0,169.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,0,12.0
13.0,2.0,1.0,30.0,308.0,0.0,False,train,815,1,1,0,1,0,0,0,59.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,33.0,1,17.0
24.0,0.0,284.0,0.0,4614.0,438.0,False,train,816,1,1,1,0,0,0,0,60.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5336.0,1,14.0
20.0,0.0,0.0,0.0,0.0,0.0,False,train,817,1,1,0,1,0,1,0,119.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,0,14.0
71.0,0.0,0.0,0.0,0.0,0.0,True,train,818,1,1,1,0,0,0,0,29.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,15.0
23.0,0.0,0.0,0.0,0.0,0.0,True,train,819,1,1,0,1,0,1,0,121.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0.0,0,14.0
15.0,0.0,59.0,714.0,0.0,3.0,True,train,820,1,2,0,1,0,0,0,154.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,776.0,1,15.0
18.0,751.0,0.0,0.0,0.0,0.0,False,train,820,2,2,0,1,0,0,0,122.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,751.0,1,13.0
19.0,0.0,561.0,10.0,0.0,161.0,True,train,822,1,1,0,1,0,0,0,156.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,732.0,1,14.0
4.0,0.0,0.0,0.0,0.0,0.0,True,train,823,1,2,0,1,0,1,0,123.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0,17.0
42.0,0.0,0.0,739.0,0.0,0.0,True,train,823,2,2,0,1,0,0,0,604.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,739.0,1,17.0
51.0,815.0,0.0,343.0,55.0,0.0,False,train,824,1,1,0,0,1,0,0,158.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1213.0,1,10.0
13.0,0.0,0.0,0.0,0.0,0.0,True,train,825,1,1,0,1,0,1,0,120.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0.0,0,16.0
27.0,174.0,653.0,0.0,0.0,0.0,True,train,826,1,1,0,1,0,0,0,604.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,827.0,1,12.0
42.0,786.0,0.0,22.0,59.0,0.0,False,train,828,1,2,0,1,0,0,0,159.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,867.0,1,13.0
41.0,324.0,2.0,175.0,7.0,26.0,True,train,828,2,2,0,1,0,0,0,159.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,359.0,1,12.0
21.0,15.0,0.0,2695.0,2.0,0.0,True,train,829,1,1,0,1,0,0,0,170.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2712.0,1,16.0
31.0,14.0,5.0,0.0,795.0,0.0,True,train,830,1,1,0,1,0,0,0,171.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,814.0,1,12.0
36.0,0.0,0.0,0.0,0.0,0.0,True,train,833,1,1,1,0,0,1,0,604.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,16.0
31.0,0.0,0.0,0.0,838.0,27.0,False,train,834,1,1,0,1,0,0,0,173.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,865.0,1,13.0
14.0,77.0,0.0,9.0,424.0,166.0,False,train,835,1,1,0,1,0,0,0,124.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,676.0,1,13.0
32.0,494.0,701.0,71.0,0.0,0.0,False,train,836,1,1,0,0,1,0,0,160.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1266.0,1,9.0
32.0,0.0,179.0,0.0,0.0,5152.0,False,train,839,1,1,1,0,0,0,0,30.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5331.0,1,16.0
27.0,663.0,1111.0,0.0,0.0,2.0,False,train,840,1,1,0,1,0,1,1,123.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1776.0,1,14.0
57.0,2651.0,2956.0,0.0,266.0,1300.0,False,train,845,1,1,1,0,0,0,0,31.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7173.0,1,14.0
13.0,0.0,0.0,0.0,0.0,0.0,False,train,846,1,1,0,1,0,1,0,125.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0,16.0
30.0,0.0,0.0,0.0,0.0,0.0,True,train,848,1,2,0,0,1,1,0,175.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,0,8.0
14.0,0.0,0.0,0.0,0.0,0.0,True,train,848,2,2,0,0,1,1,0,175.0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0.0,0,10.0
27.0,0.0,0.0,0.0,0.0,0.0,True,train,849,1,2,1,0,0,0,0,32.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,17.0
32.0,0.0,0.0,0.0,0.0,0.0,True,train,849,2,2,1,0,0,1,0,32.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,18.0
54.0,0.0,0.0,0.0,0.0,0.0,True,train,850,1,1,0,0,1,1,0,62.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,9.0
23.0,217.0,378.0,19.0,1.0,12.0,False,train,851,1,1,0,1,0,0,0,176.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,627.0,1,12.0
38.0,0.0,0.0,0.0,0.0,0.0,True,train,853,1,1,0,0,0,1,0,9.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,17.0
32.0,0.0,0.0,0.0,0.0,0.0,True,train,859,1,1,0,1,0,1,0,127.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,14.0
24.0,34.0,7.0,320.0,0.0,427.0,False,train,860,1,1,0,1,0,0,0,48.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,788.0,1,14.0
36.0,0.0,0.0,0.0,0.0,0.0,False,train,863,1,3,0,1,0,1,0,129.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,13.0
11.0,0.0,0.0,0.0,0.0,0.0,False,train,863,2,3,0,1,0,0,0,129.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0,14.0
6.0,0.0,0.0,0.0,0.0,0.0,False,train,863,3,3,0,1,0,1,0,129.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0,13.0
36.0,0.0,452.0,0.0,0.0,0.0,True,train,865,1,2,1,0,0,1,0,35.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,14.0
22.0,0.0,0.0,0.0,0.0,0.0,True,train,865,2,2,1,0,0,1,0,35.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,14.0
29.0,2.0,850.0,18.0,2.0,0.0,False,train,867,1,1,0,1,0,0,0,163.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,872.0,1,18.0
37.0,0.0,0.0,0.0,0.0,0.0,True,train,868,1,1,0,1,0,1,0,130.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,13.0
55.0,280.0,0.0,444.0,0.0,0.0,False,train,869,1,1,0,1,0,0,0,164.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,724.0,1,13.0
29.0,112.0,473.0,0.0,92.0,0.0,False,train,870,1,1,0,1,0,0,0,126.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,677.0,1,17.0
20.0,2.0,4754.0,0.0,246.0,31.0,True,train,871,1,1,1,0,0,0,0,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5033.0,1,14.0
